league_id,league_name,course_id,par,men_league_tee,women_league_tee,ghin_scrape_date,source_file
sg_thursday_2026,Sterling Grove Thursday Golf League,course_sterling_grove_gcc,72,Blue,Red,2026-04-30,sterling-grove-thursday-league.xlsx
